"chr","start_infant","end_infant","value_infant","p_infant","start_adol","end_adol","value_adol","p_adol","direction_matched","combined_p","rank","genes"
"chr19",13875014,13875289,-0.343780629906196,0.00155478011073432,13875014,13875111,-0.829537158433218,0.00016771656509557,TRUE,4.21383042255615e-06,17,"MRI1;MRI1"
"chr5",176797920,176798049,0.523620034794635,0.000259254182336148,176797640,176798049,0.370302085877607,0.00109517676333422,TRUE,4.56403088650237e-06,18,"RGS14"
"chr4",69435250,69435601,0.25478019794883,0.00442147578208345,69435250,69435601,0.871441303829577,6.63948563010035e-05,TRUE,4.7090987848209e-06,19,"UGT2B15;UGT2B17; UGT2B17"
"chr6",35697810,35697810,-0.841463190649563,0.000473064384435213,35697810,35697810,-0.931633538938898,0.000746509777300523,TRUE,5.59963633207837e-06,20,"FKBP5;LOC285847"
"chr5",77146796,77147141,-0.364295912558378,0.00121879265029293,77146318,77147141,-0.537435451198209,0.000299453584619192,TRUE,5.77511189196315e-06,21,""
"chr16",1584452,1584516,0.161661704883062,0.0447973347478083,1583391,1584516,0.620277401264592,8.30875608296815e-06,TRUE,5.88233712517543e-06,22,"IFT140;TMEM204"
"chr4",99064746,99064904,-0.187950705966325,0.00934432531333997,99064102,99064904,-0.52197029708516,4.31604162137893e-05,TRUE,6.34139505763819e-06,23,"C4orf37"
"chr12",131519883,131520095,-0.391454943275633,0.000306188129138382,131519883,131520095,-0.249927033534084,0.00160464261709124,TRUE,7.62835455636298e-06,24,"ADGRD1; GPR133"
"chr13",44261002,44261002,1.0299036849496,0.000172836121557432,44261002,44261002,0.646068528465388,0.00351291199493384,TRUE,9.2983083054197e-06,25,"ENOX1;ENOX1"
"chr13",49684335,49684532,-0.236490929576004,0.00156967977638582,49684532,49684532,-1.07332320618893,0.000403820584104801,TRUE,9.68008201989945e-06,26,"FNDC3A;FNDC3A; FNDC3A;FNDC3A;FNDC3A;FNDC3A; FNDC3A;FNDC3A;FNDC3A;FNDC3A;FNDC3A"
"chr2",110969641,110970355,-0.241748735107334,0.0014951814481283,110969641,110970429,-0.328483139375158,0.000476569195057486,TRUE,1.07983839583586e-05,27,"NCRNA00116; LINC00116"
"chr3",32497762,32497762,0.467991034821911,0.00542571324699474,32497762,32497762,1.36245919926747,0.000134218367494101,TRUE,1.10200542044984e-05,28,""
"chr5",77142469,77142620,-0.293325837584723,0.00608278850222601,77142469,77142620,-0.875869456105055,0.000129932402817819,TRUE,1.18954104685835e-05,29,""
"chr2",220313422,220313600,-0.446000236812526,0.00105564131140897,220312854,220313657,-0.326614834103211,0.00088054016388777,TRUE,1.38394515636949e-05,30,"SPEG"
"chr13",50194322,50194643,0.519139261712306,0.000531918063758649,50194322,50194643,0.467407666809091,0.0020466233252875,TRUE,1.60362440079982e-05,31,""
"chr2",25149622,25150051,0.293793039635734,0.00273334366376819,25149622,25150051,0.570742542934409,0.000404798084820444,TRUE,1.62807281071863e-05,32,""
"chr4",1366463,1366597,0.298893750427058,0.00563430856611578,1366463,1366662,0.674407318695474,0.000206027073912514,TRUE,1.70250332335246e-05,33,"KIAA1530"
"chr7",39170497,39171113,-0.271793390389966,0.00064068562301462,39170497,39170763,-0.389217732380397,0.00182724960698832,TRUE,1.71599119996881e-05,34,"POU6F2;POU6F2"
"chr1",101003634,101003924,-0.563703564108865,0.000181775920948334,101003688,101003688,-0.563315060590234,0.00649955264303787,TRUE,1.73069530953515e-05,35,"GPR88; GPR88;GPR88"
"chr17",68202566,68202566,-0.677312905232746,0.00121283278403233,68202566,68202566,-0.870834496493237,0.000994080631627878,TRUE,1.76368898291749e-05,36,""
"chr17",5673550,5674234,0.176957128339209,0.0101682768238681,5673550,5674234,0.721798144965944,0.000153730785625596,TRUE,2.24609649343662e-05,37,"; LOC339166"
"chr5",13664584,13664584,-0.332920421922283,0.0241359683888694,13664584,13664584,-1.56515435111372,6.69587990215669e-05,TRUE,2.31677991352657e-05,38,""
"chr7",766100,766119,-0.346794598478696,0.00311403012116408,766100,766119,-0.640332669133482,0.000519616822727162,TRUE,2.31942952685144e-05,39,"PRKAR1B;PRKAR1B;PRKAR1B;HEATR2"
"chr17",77916733,77916768,0.305343797235152,0.00515528431541996,77916733,77916768,0.678368155337531,0.000405249238996895,TRUE,2.94129549664166e-05,40,"TBC1D16"
"chr15",66947564,66947617,-0.409915376071956,0.000745728265857714,66947392,66947617,-0.257176518668986,0.00323210611627461,TRUE,3.3589010030199e-05,41,""
"chr9",100498418,100498418,-0.63918486424288,0.00152647074599646,100498418,100498418,-0.772145473139406,0.001653780826143,TRUE,3.50632912008531e-05,42,""
"chr6",44102572,44102572,0.276535434472886,0.0612048465632431,44102572,44102572,1.69918927760358,4.20701269540333e-05,TRUE,3.5713034379729e-05,43,"TMEM63B"
"chr10",135343193,135343248,0.240962391372863,0.0131653445696679,135342560,135343248,0.521658552390939,0.000201628320692119,TRUE,3.67363814976205e-05,44,"CYP2E1"
"chr20",430758,430758,-0.430167988590898,0.00769865724213149,430758,430758,-1.08919432282714,0.000377841622777511,TRUE,3.9990445623043e-05,45,"TBC1D20;TBC1D20"
"chr12",11639650,11639711,-0.209547466557013,0.00754742563576873,11639663,11639711,-0.6855405006641,0.000387090283394752,TRUE,4.01518298285286e-05,46,""
"chr10",135341443,135341463,0.220713706990605,0.0182342108243091,135341025,135341933,0.46523554786957,0.000174822243374669,TRUE,4.35324811602269e-05,47,"CYP2E1"
"chr17",48585264,48585465,0.215968499299313,0.00701178265559721,48585264,48585575,0.406638591899314,0.0004654407253717,TRUE,4.44912243762923e-05,48,"MYCBPAP"
"chr3",72397347,72397491,-0.432308040855687,0.00121506773388005,72397347,72397491,-0.439765356629339,0.00270872967541036,TRUE,4.48412955168356e-05,49,""
"chr17",41438330,41438402,-0.42004710660184,0.000678679770425952,41438402,41438402,-0.598262540780001,0.00493882236578784,TRUE,4.56056282408721e-05,50,""
"chr18",35069156,35069156,0.511640782019865,0.00377930019250368,35069156,35069156,0.887439560587706,0.000917083652180282,TRUE,4.7041492999667e-05,51,"CELF4;CELF4;CELF4;CELF4"
"chr12",130023552,130023552,-0.619516101891723,0.0017320861319872,130023552,130023552,-0.733925361892438,0.00204346524605234,TRUE,4.79650935335389e-05,52,"TMEM132D"
"chr14",97924890,97925164,-0.220514681993056,0.00176933529611596,97925055,97925289,-0.303696947249376,0.0020676771868552,TRUE,4.94562024059064e-05,53,"; LOC101929241;LOC101929241"
"chr4",125112,125504,-0.189780464324392,0.0308914767952607,124232,125504,-0.397102628611807,0.000120232588024127,TRUE,5.01536597523496e-05,54,"ZNF718"
"chr1",38156462,38156545,-0.415563829015715,0.00145420736758667,38156462,38156575,-0.356976125886642,0.00258315842963157,TRUE,5.06821346324816e-05,55,"C1orf109"
"chr20",61590751,61591066,-0.257169352202009,0.00429929852374113,61590751,61591066,-0.467512329047029,0.000883397473671958,TRUE,5.12008429016939e-05,56,"SLC17A9"
"chr11",93681423,93681423,0.699757186943908,0.00105340636156125,93681423,93681423,0.633650819723195,0.00382691530174357,TRUE,5.41057389031289e-05,57,""
"chr15",22833172,22833400,-0.449822991795516,7.07734118446382e-05,22833172,22833213,-0.200248391878167,0.0582332892681024,TRUE,5.52235579686573e-05,58,"TUBGCP5;TUBGCP5; TUBGCP5;TUBGCP5;TUBGCP5;TUBGCP5"
"chr14",63568606,63568796,-0.273442300868511,0.00354016055879706,63568785,63568796,-0.529510467055355,0.00116905325972803,TRUE,5.54376293862427e-05,59,"; KCNH5"
"chr6",26195954,26195995,-0.288907359398441,0.00645900505992646,26195910,26195995,-0.505027104876141,0.00065033874535377,TRUE,5.62044901696494e-05,60,""
"chr1",177001736,177001903,0.222643310356138,0.00650817395657641,177001736,177001903,0.501824356263175,0.000666129141529547,TRUE,5.78705112179008e-05,61,"ASTN1;ASTN1; ASTN1;ASTN1;ASTN1"
"chr7",30219135,30219135,0.541582019866528,0.00301643731114674,30219135,30219135,0.780354804380141,0.00157873884812669,TRUE,6.31216051495037e-05,62,""
"chr1",153234037,153234342,-0.250903368340968,0.00461591641883556,153234037,153234387,-0.376601980114573,0.00103261671753305,TRUE,6.31743686655183e-05,63,"LOR"
"chr5",171057072,171057282,0.196219048209762,0.00865894069337084,171057072,171057339,0.448469597242573,0.00057360493917577,TRUE,6.56251473159412e-05,64,""
"chr17",45402355,45402380,-0.210126744884068,0.0219151732235129,45402355,45402380,-0.753242084379639,0.000257684227116125,TRUE,7.38898785588942e-05,65,"THCAT158;EFCAB13;EFCAB13;THCAT158"
"chr16",1583883,1583883,0.166053970956232,0.682431506237,1583391,1584516,0.620277401264592,8.30875608296815e-06,TRUE,7.41673183125071e-05,66,"IFT140;TMEM204"
"chr12",131118426,131118654,-0.195400607340778,0.00873418400491093,131118426,131118654,-0.503741725498966,0.000656542115279968,TRUE,7.49425438312507e-05,67,""
"chr1",17004633,17004764,-0.51368042907409,0.000552777595670753,17004633,17004764,-0.327758993627962,0.0105426083914827,TRUE,7.60685298138789e-05,68,""
"chr1",164545783,164545866,0.199901401710612,0.00383964383839227,164545783,164546143,0.250883274686321,0.00159343895504271,TRUE,7.95630141604378e-05,69,"PBX1;PBX1;PBX1; PBX1"
"chr14",52487120,52487120,-0.47995148811012,0.00487517060117171,52487120,52487120,-0.807418954113449,0.00137222302385636,TRUE,8.63985301464683e-05,70,"NID2"
"chr8",6419438,6419570,-0.171762156277696,0.0104834047523974,6419438,6419839,-0.422513572100368,0.000701544744380931,TRUE,9.42870637184615e-05,71,"ANGPT2;ANGPT2;ANGPT2;MCPH1"
"chr6",41068666,41068741,0.23324425139901,0.00575276090804522,41068666,41068752,0.352507518218162,0.00128763161577184,TRUE,9.49116812479632e-05,72,"NFYA;NFYA;LOC221442"
"chr1",223747670,223747670,0.301727951043401,0.0391406766832152,223747670,223747670,1.26371016256987,0.000191439755540606,TRUE,9.59229117314668e-05,73,"CAPN8"
"chr8",20647436,20647436,0.566290747170901,0.00251804349510397,20647436,20647436,0.671343320231639,0.00297761756457501,TRUE,9.59782472095333e-05,74,""
"chr6",28911926,28912013,-0.191926890931835,0.0298373254504169,28911902,28912166,-0.340019002262916,0.000268699908257798,TRUE,0.000102091410328956,75,""
"chr19",2785107,2785107,0.41811242051408,0.00868352514169582,2785107,2785107,0.885207091286162,0.0009258435624397,TRUE,0.000102353036639324,76,"THOP1"
"chr13",43597736,43597736,0.34836338122827,0.0194038345779521,43597565,43597736,0.560217108966717,0.000433596759750551,TRUE,0.000106730206299044,77,"DNAJC15;DNAJC15"
"chr12",102009649,102009907,0.240610605833009,0.0132428228310557,102009649,102009907,0.609586505711381,0.000644812106692248,TRUE,0.000108198076601913,78,"MYBPC1;MYBPC1;MYBPC1;MYBPC1;MYBPC1;MYBPC1;MYBPC1;MYBPC1;MYBPC1;MYBPC1"
"chr1",62107430,62107542,0.306346840465588,0.00236010703919804,62107430,62107624,0.241632018480768,0.00369773482255317,TRUE,0.00011038918100667,79,""
"chr5",170288779,170288788,0.182644043171592,0.0345359350136183,170288742,170288788,0.489675669225826,0.000252909512082022,TRUE,0.000110475573162589,80,"RANBP17"
"chr18",77905699,77905699,-0.301663785906122,0.0391704760145182,77905298,77905751,-0.355776941402292,0.000239863637146321,TRUE,0.000118151883692317,81,"LOC100130522;LOC100130522"
"chr11",6292490,6292511,0.215927834540069,0.0198128304000858,6291879,6292615,0.225678008267363,0.000479727274292641,TRUE,0.000119415066316528,82,"CCKBR"
"chr6",168502341,168502341,0.528353104957014,0.0033233704235677,168502341,168502767,0.434506372105662,0.00286238526867322,TRUE,0.00011950770473293,83,""
"chr15",33360353,33360396,-0.172693176047302,0.0398379810357056,33359788,33360353,-0.266548265338709,0.000250916914469364,TRUE,0.000125083470179865,84,"FMN1; FMN1;FMN1"
"chr5",178986372,178986372,-0.163732393550271,0.721204161178623,178986131,178986906,-0.470891964046647,1.43617412836825e-05,TRUE,0.00012924165162922,85,"RUFY1;RUFY1;RUFY1"
"chr15",33360262,33360271,-0.166879713617085,0.0426316683453623,33359788,33360353,-0.266548265338709,0.000250916914469364,TRUE,0.000133130095170566,86,"FMN1"
"chr1",12509684,12509707,-0.334472195512881,0.00358634952231672,12509707,12509707,-0.669160348283734,0.00302017644188687,TRUE,0.000134667554806185,87,"VPS13D;VPS13D"
"chr15",50410962,50410962,-0.408842547576129,0.00950598668565877,50410962,50410962,-0.842113252858599,0.00114784901343485,TRUE,0.00013558223740951,88,"ATP8B4"
"chr20",1757237,1757570,0.164018029111008,0.0438869651765014,1757237,1757780,0.642273127564697,0.000250164990841946,TRUE,0.00013635377536349,89,"LOC100289473; "
"chr1",26527909,26527928,-0.474037108845345,0.000797132112355399,26527909,26527928,-0.306222950909629,0.014137367273261,TRUE,0.000139665825297555,90,"CATSPER4"
"chr6",37503610,37503916,0.191543478391994,0.0300325110704516,37503610,37504118,0.578644688362405,0.000383029895806695,TRUE,0.000142329475412849,91,""
"chr17",78754318,78754372,0.261346188139684,0.0096341238102617,78754318,78754372,0.52196061751693,0.00124522312318547,TRUE,0.000147929104669126,92,"RPTOR;RPTOR"
"chr11",121835505,121835505,0.360985781253365,0.0164827551269749,121835505,121835505,0.936073973739326,0.000731809670384503,TRUE,0.000148672297984819,93,""
"chr6",32632957,32632961,0.254839574010259,0.010583977495545,32632957,32632961,0.529512729318005,0.00116894047118392,TRUE,0.000152176972169422,94,"HLA-DQB1"
"chr21",35899468,35899468,-0.272575995779773,0.0659660347221808,35898717,35899468,-0.304208270337747,0.000211854482025003,TRUE,0.000170193148489456,95,"RCAN1;RCAN1;RCAN1;RCAN1"
"chr8",144631768,144631810,-0.17944066062738,0.0362754709784312,144631524,144631921,-0.355335376922596,0.000387992591747653,TRUE,0.000171304066620011,96,""
"chr19",14889425,14889425,-0.530619246443986,0.00326749667737456,14889425,14889425,-0.612799568038065,0.00443743969102556,TRUE,0.000176042165364717,97,"EMR2;EMR2;EMR2;EMR2;EMR2;EMR2;EMR2"
"chr10",123355748,123356041,0.152779108339363,0.0472378999815244,123355239,123356205,0.318911225404352,0.000309754938314817,TRUE,0.000177521732036654,98,"FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2; FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2"
"chr4",170581176,170581380,-0.187721834536182,0.00936667481181722,170581176,170581385,-0.331404985279591,0.00158054346483249,TRUE,0.000179438412907428,99,"CLCN3;CLCN3;CLCN3;CLCN3; CLCN3;CLCN3; CLCN3;CLCN3;CLCN3;CLCN3;CLCN3"
"chr7",1198662,1198977,-0.335753664849057,0.000559482445213929,1198841,1198926,-0.261124616834986,0.0265684694511852,TRUE,0.000180107256161123,100,"ZFAND2A; ZFAND2A;LOC101927021;LOC101927021;LOC101927021;LOC101927021;LOC101927021;LOC101927021"
"chr21",46850449,46851112,0.290737235682781,0.000517763381389722,46850665,46850691,0.253833862575858,0.0293932585384875,TRUE,0.000184040107464561,101,"COL18A1"
"chr2",97505464,97505599,-0.204674621820436,0.0240599800940467,97505275,97505708,-0.362217550381194,0.000658910674706334,TRUE,0.000191066937086103,102,"ANKRD23"
"chr1",9218658,9218658,0.378150148166962,0.0133955444039836,9218658,9218658,0.835156037141199,0.00118905442821735,TRUE,0.000191891843556149,103,""
"chr1",108023428,108023441,0.175294840231795,0.038469446745615,108023249,108023486,0.343151295832667,0.000425363196030324,TRUE,0.000196696607965086,104,"NTNG1;NTNG1;NTNG1"
"chr8",97377310,97377310,0.358454074787333,0.0170198880737116,97377310,97377310,0.873531014994794,0.000980132448339275,TRUE,0.000200200879112653,105,""
"chr14",22978729,22978729,0.364265703373155,0.0158428144872429,22978729,22979162,0.445476235835328,0.00107216790033523,TRUE,0.000203547020642068,106,""
"chr2",139205665,139205665,-0.484168583676007,0.00468817979724535,139205665,139205665,-0.640993667970434,0.00363870881780086,TRUE,0.00020434604042083,107,""
"chr22",23774100,23774100,-0.552171236920919,0.00280039215919995,23774100,23774100,-0.570261331564564,0.00614362959399959,TRUE,0.000205944498756707,108,""
"chr6",152011399,152011666,-0.222228858270352,0.00174549583107355,152011666,152011666,-0.510824403571446,0.0103534620030057,TRUE,0.000215438142916612,109,"ESR1; ESR1;ESR1"
"chr10",13826317,13826317,-0.277784801606331,0.0598154527412405,13826317,13826317,-1.1449879751879,0.000303777145476845,TRUE,0.000216515166289138,110,"FRMD4A"
"chr8",120651398,120651652,-0.214712446713713,0.0070959657665282,120651398,120651398,-0.69358558278276,0.00259507641912614,TRUE,0.000219177032723227,111,"ENPP2;ENPP2;ENPP2"
"chr8",95487349,95487613,-0.231137131832641,0.000544582779562427,95487481,95487481,-0.397323345904239,0.0362038443900068,TRUE,0.000233320616563663,112,"RAD54B; RAD54B;RAD54B"
"chr6",152012474,152012887,-0.252339208519662,0.0109914833511136,152012474,152012887,-0.477535239582359,0.00185243904850682,TRUE,0.000240298839125943,113,"ESR1"
"chr19",21863715,21863715,-0.525877143140715,0.00337998915304341,21863715,21863715,-0.564778104462342,0.00642233008650205,TRUE,0.000254798429205187,114,""
"chr4",1521984,1521984,0.327291542434634,0.0262509759281002,1521984,1521984,0.907762715253851,0.000832980994453586,TRUE,0.000256506863056313,115,""
"chr12",2049365,2049365,-0.309117186012248,0.0347460202993045,2049365,2049365,-0.964382610640121,0.000646391146309826,TRUE,0.000262861638726413,116,""
"chr17",74748236,74748401,-0.270517310479793,0.00845481527394525,74748236,74748401,-0.435314235028951,0.00283599274935085,TRUE,0.000279062744482222,117,"MFSD11;MFSD11;MFSD11;MFSD11;MFSD11;MFSD11;MFSD11"
"chr8",82754497,82754900,-0.237052919226109,0.0139967459130217,82754475,82755111,-0.321121605356265,0.0017458914705017,TRUE,0.000283941444190939,118,"SNX16;SNX16;SNX16; SNX16;SNX16;SNX16;SNX16;SNX16;SNX16"
"chr1",2058230,2058417,0.217421150281864,0.0193256113332817,2058417,2058417,0.819648320476858,0.00128390959381612,TRUE,0.000287926574399648,119,"PRKCZ;PRKCZ;PRKCZ"
"chr6",170405014,170405014,0.440566479399463,0.00697974837444648,170405014,170405014,0.643722790473744,0.00357028376770583,TRUE,0.000289064642094797,120,""
"chr18",77905298,77905298,-0.248283753168042,0.10650504502679,77905298,77905751,-0.355776941402292,0.000239863637146321,TRUE,0.000295702981564192,121,"LOC100130522;LOC100130522"
"chr6",157040896,157041096,-0.246290899320864,0.0120590443950438,157040896,157041268,-0.374355268246435,0.00213880916200894,TRUE,0.000298295931514322,122,""
"chr4",39448432,39448464,0.259154154841475,0.00995744655489931,39448432,39448975,0.279520998100116,0.00262222086207593,TRUE,0.000301660433822331,123,"KLB"
"chr7",156400711,156400881,-0.241502608960001,0.00264618061970689,156400881,156400990,-0.332610938067028,0.00987629126904632,TRUE,0.000301911867611802,124,""
"chr21",36060640,36060640,-0.214225163212906,0.222016937939913,36060640,36060640,-1.39553035690303,0.000120119799480015,TRUE,0.000307543244295992,125,"CLIC6"
"chr3",46484250,46484379,0.590968771269408,0.000274898831270226,46484379,46484379,0.319831148340995,0.0982183320033058,TRUE,0.000311032290850807,126,"LTF;LTF"
"chr10",115141827,115141887,-0.262714145488581,0.00946203267198684,115141827,115141827,-0.67810281911808,0.00285437728204121,TRUE,0.00031111756653609,127,""
"chr5",965717,966019,0.211822814265562,0.00735224001573405,965717,966019,0.318762168707235,0.00401064784010314,TRUE,0.000337085002616886,128,""
"chr3",14257893,14257893,0.539027441617384,0.003068586140927,14257893,14257893,0.516690728327959,0.00979478274783421,TRUE,0.000343013946039219,129,""
"chr7",137832331,137832331,0.375135944493159,0.0138961731698741,137832331,137832331,0.723592821393482,0.00217069072381146,TRUE,0.000344139957445244,130,""
"chr9",72289582,72289582,0.457419900941061,0.00598147077579579,72289582,72289582,0.594835660199722,0.00507086015476243,TRUE,0.000345876813254237,131,""
"chr19",50204707,50204862,0.199099012866769,0.0264677660633295,50204707,50204862,0.530055303588298,0.00116345142870377,TRUE,0.000350687531149939,132,"CPT1C;CPT1C"
"chr2",180872142,180872150,-0.20511621395229,0.0239057685545536,180872150,180872150,-0.817602312206122,0.00129785777710472,TRUE,0.000353100118524244,133,"CWC22"
"chr1",234450897,234450897,0.271558924153385,0.067226546436298,234450897,234450897,1.03804550276505,0.000468899574057823,TRUE,0.000358247180641046,134,"SLC35F3;SLC35F3"
"chr14",22314650,22314682,0.301462866833391,0.00543390806310306,22314516,22314650,0.373074058770059,0.00583255878933679,TRUE,0.000360020024526864,135,""
"chr6",89789448,89789979,-0.168407042430823,0.00220440553313984,89789643,89789643,-0.477478344355087,0.014457987507992,TRUE,0.000361860178976852,136,"PNRC1"
"chr6",26305472,26305472,-0.225164462871481,0.173870158353647,26305371,26305472,-0.811565697701684,0.000185875520697713,TRUE,0.000366484574718912,137,""
"chr6",37710047,37710047,-0.3719325735521,0.0144370310330236,37710047,37710047,-0.716805109126257,0.00225795146077331,TRUE,0.000369377592430674,138,""
"chr10",134726665,134726771,-0.533027061973239,0.00048274916710869,134726771,134726771,-0.345455366133711,0.0699679597823121,TRUE,0.000381535623257965,139,""
"chr19",21767566,21767566,-0.401761197518179,0.0102375602691476,21767566,21767566,-0.654885780469072,0.00331308829094752,TRUE,0.000382986685238819,140,""
"chr12",6486598,6486701,-0.215814398245693,0.00338743898586916,6486639,6486701,-0.239166914830384,0.0102091678589042,TRUE,0.000389824019573103,141,"SCNN1A; SCNN1A;LTBR"
"chr1",186732915,186732915,-0.599797935164154,0.00197197074897639,186732915,186732915,-0.453748806507926,0.0187080854272464,TRUE,0.000413465604336601,142,""
"chr9",130955135,130955135,-0.277383113848429,0.0602654226439159,130955135,130955436,-0.510347873557995,0.000626239593095025,TRUE,0.00042212002253766,143,"CIZ1;CIZ1;CIZ1;CIZ1;CIZ1"
"chr17",9479287,9479297,-0.181539636930396,0.0351267067567004,9479287,9479297,-0.538753208820794,0.00108464983255037,TRUE,0.000425780585083405,144,"CFAP52;CFAP52;STX8;STX8"
"chr13",43597565,43597565,0.257137725664102,0.0889480240063413,43597565,43597736,0.560217108966717,0.000433596759750551,TRUE,0.000430533644771018,145,"DNAJC15;DNAJC15"
"chr11",1892038,1892043,0.205422384076765,0.0237992359451454,1891932,1892092,0.238638714748847,0.0017204388557136,TRUE,0.000454625150633905,146,"LSP1;LSP1;LSP1;LSP1"
"chr4",103940876,103940923,-0.29613612383443,0.00265139550268492,103940876,103940923,-0.187357757797607,0.015788817136159,TRUE,0.000463882370278498,147,"NHEDC1;NHEDC1"
"chr5",68628431,68628618,-0.244906355441647,0.00498542812699283,68628431,68628545,-0.344399251693369,0.00843436492492832,TRUE,0.000465762300276913,148,""
"chr16",88804051,88804051,-0.214164929586151,0.222336535768137,88803885,88804051,-0.683776897590196,0.000193921103511085,TRUE,0.000476498943281857,149,"FAM38A"
"chr5",131825495,131825644,-0.242605690897561,0.012814457443575,131825644,131825843,-0.418417104029746,0.00341538750045773,TRUE,0.000483033558387251,150,"IRF1"
"chr6",31164952,31164952,-0.183467153603118,0.451298207868215,31164914,31164994,-0.485248777829874,9.78628601084439e-05,TRUE,0.000487036322652253,151,"HCG27"
"chr17",41471797,41471797,0.294846526005455,0.0441320646764687,41471797,41471797,0.865426370820798,0.00102133786312178,TRUE,0.000496136241521018,152,""
"chr19",34311482,34311482,0.338595008794758,0.0222869198815179,34311482,34311482,0.734783888435503,0.00203466773961155,TRUE,0.000498864667265341,153,""
"chr1",209921129,209921370,-0.18353573646744,0.00968254772362908,209921129,209921577,-0.205680224354942,0.00470019940262676,TRUE,0.000500498846934781,154,""
"chr8",62497609,62497609,-0.261867423781376,0.0810161869967638,62497609,62497609,-0.993882096123646,0.000562664450396839,TRUE,0.000501248836649172,155,"ASPH;ASPH"
"chr6",31164924,31164924,-0.181513651183931,0.472580145301539,31164914,31164994,-0.485248777829874,9.78628601084439e-05,TRUE,0.000507872503326682,156,"HCG27"
"chr6",45391852,45391916,-0.30674837130862,0.00507780605403215,45391916,45392462,-0.248360151941401,0.00922365915662893,TRUE,0.00051373697750192,157,"RUNX2;RUNX2;RUNX2"
"chr10",72215990,72215990,-0.327989266695303,0.0259730971636996,72215990,72215990,-0.754611406266468,0.00182112142942486,TRUE,0.000518362344030728,158,""
